date,total_bgc_profiles,dmqc_bgc_profiles,percent_dmqc,adjusted_doxy_profiles,percent_adjusted,eligible_profiles
2024-01-25,7545,1056,14.206915108300821,2352,31.642674559397282,7433
2024-01-26,7578,1056,14.144120010715243,2352,31.502812751138496,7466
2024-01-27,7589,2034,27.203423833088138,1374,18.376354152735054,7477
2024-01-28,7592,2034,27.192513368983956,1374,18.36898395721925,7480
2024-01-29,7598,2034,27.17071867485974,1374,18.35426128773711,7486
2024-01-30,7573,2034,27.261761158021713,1374,18.415761962203458,7461
2024-01-31,7577,2034,27.24715338245144,1374,18.40589417280643,7465
2024-02-01,7582,2034,27.228915662650603,1374,18.393574297188756,7470
2024-02-02,7588,2034,27.207062600321027,1374,18.37881219903692,7476
2024-02-03,7591,2034,27.196149217809868,1374,18.37144003208985,7479
2024-02-04,7600,2034,27.16346153846154,1374,18.349358974358974,7488
2024-02-05,7601,2034,27.159834423821604,1374,18.346908799572706,7489
2024-02-06,7606,2034,27.141713370696557,1374,18.33466773418735,7494
2024-02-07,7611,2034,27.123616482197626,1374,18.322442992398987,7499
2024-02-08,7615,2034,27.109156337465013,1374,18.31267493002799,7503
2024-02-09,7623,2034,27.080282252696044,1374,18.293170017307947,7511
2024-02-10,7626,2034,27.069470322065477,1374,18.285866382752197,7514
2024-02-11,7631,2034,27.05146961032052,1374,18.273706609921533,7519
2024-02-12,7638,2034,27.026308796173264,1374,18.25671007175126,7526
2024-02-13,7641,2034,27.015539912338955,1374,18.24943551600478,7529
2024-02-14,7650,2034,26.983284690899442,1374,18.227646590607588,7538
2024-02-15,7651,2034,26.979705531237563,1374,18.225228810187026,7539
2024-02-16,7656,2034,26.961823966065747,1374,18.213149522799576,7544
2024-02-17,7661,2034,26.943966088223604,1374,18.201086236587628,7549
2024-02-18,7665,2034,26.92969680921488,1374,18.19144710710976,7553
2024-02-19,7673,2034,26.901203544504696,1374,18.172199444517922,7561
2024-02-20,7676,2034,26.89053410893707,1374,18.164992067689052,7564
2024-02-21,7681,2034,26.872770511296075,1374,18.1529924692826,7569
2024-02-22,7688,2034,26.84794086589229,1374,18.13621964097149,7576
2024-02-23,7691,2034,26.83731362976646,1374,18.129040770550205,7579
2024-02-24,7705,2034,26.787830896878702,1374,18.095614381667325,7593
2024-02-25,7710,2034,26.770202684917084,1374,18.08370623848381,7598
2024-02-26,7715,2034,26.75259765881889,1374,18.071813757727213,7603
2024-02-27,7720,2034,26.735015772870664,1374,18.05993690851735,7608
2024-02-28,7730,2034,26.699921239170386,1374,18.036229981622473,7618
2024-02-29,7738,2034,26.671911880409127,1374,18.017309205350116,7626
2024-03-01,7741,2034,26.661423515532835,1374,18.01022414471097,7629
2024-03-02,7743,2034,26.65443585375442,1374,18.00550386581051,7631
2024-03-03,7746,2034,26.64396122609379,1374,17.998428084883415,7634
2024-03-04,7750,2034,26.630007855459546,1374,17.98900235663786,7638
2024-03-05,7752,2034,26.623036649214658,1374,17.984293193717278,7640
2024-03-06,7757,2034,26.6056245912361,1374,17.972531066056245,7645
2024-03-07,7761,2034,26.59171133481501,1374,17.963132435612497,7649
2024-03-08,7779,2034,26.529281335594103,1374,17.920959958262685,7667
2024-03-09,7784,2034,26.51199165797706,1374,17.909280500521376,7672
2024-03-10,7793,2034,26.480926962635074,1374,17.888295794818383,7681
2024-03-11,7797,2034,26.467143786597266,1374,17.878985035783995,7685
2024-03-12,7798,2034,26.463700234192036,1374,17.87665886026542,7686
2024-03-13,7805,2034,26.439620434160926,1374,17.86039256466918,7693
2024-03-14,7809,2034,26.425880213070027,1374,17.851110822398336,7697
2024-03-15,7814,2034,26.40872500649182,1374,17.83952220202545,7702
2024-03-16,7820,2034,26.38816813700052,1374,17.825635703165542,7708
2024-03-17,7822,2034,26.381322957198442,1374,17.82101167315175,7710
2024-03-18,7831,2034,26.350563544500584,1374,17.80023319082783,7719
2024-03-19,7833,2034,26.34373785779044,1374,17.795622328713897,7721
2024-03-20,7838,2034,26.326689101734402,1374,17.784105617395806,7726
2024-03-21,7846,2034,26.299456943366952,1374,17.765709852598913,7734
2024-03-22,7847,2034,26.296056884292177,1374,17.763413057530705,7735
2024-03-23,7854,2034,26.272281064324464,1374,17.747352105399123,7742
2024-03-24,7858,2034,26.258714175058095,1374,17.738187451587915,7746
2024-03-25,7863,2034,26.24177525480583,1374,17.726744936137273,7751
2024-03-26,7869,2034,26.221477375273945,1374,17.713033389196855,7757
2024-03-27,7872,2034,26.211340206185568,1374,17.70618556701031,7760
2024-03-28,7878,2034,26.191089363893898,1374,17.6925057944888,7766
2024-03-29,7881,2034,26.18097567254473,1374,17.685673831895997,7769
2024-03-30,7889,2034,26.154043975826156,1374,17.66748103381767,7777
2024-03-31,7893,2034,26.140598894743608,1374,17.65839866341087,7781
2024-04-01,7895,2034,26.133881536682512,1374,17.65386097905692,7783
2024-04-02,7903,2034,26.107046592221796,1374,17.6357335386985,7791
2024-04-03,7906,2034,26.09699769053118,1374,17.62894534257121,7794
2024-04-04,7912,2034,26.076923076923077,1374,17.615384615384617,7800
2024-04-05,7918,2034,26.056879323597233,1374,17.60184473481937,7806
2024-04-06,7932,2034,26.010230179028135,1374,17.570332480818415,7820
2024-04-07,7938,2034,25.990288780986454,1374,17.556861742908254,7826
2024-04-08,7941,2034,25.980329544003066,1374,17.550134116745433,7829
2024-04-09,7948,2034,25.957120980091883,1374,17.534456355283307,7836
2024-04-10,7956,2034,25.930647628760838,1374,17.516573176950537,7844
2024-04-11,7959,2034,25.920734038486046,1374,17.509876385879956,7847
2024-04-12,7985,2034,25.835132732122442,1374,17.452051314619585,7873
2024-04-13,7990,2034,25.81873571972582,1374,17.44097486671744,7878
2024-04-14,7993,2034,25.808907499048345,1374,17.4343357441949,7881
2024-04-15,7996,2034,25.799086757990867,1374,17.427701674277017,7884
2024-04-16,8000,2034,25.786004056795132,1374,17.418864097363084,7888
2024-04-17,8006,2034,25.766404864454017,1374,17.405624524955662,7894
2024-04-18,8012,2034,25.746835443037973,1374,17.39240506329114,7900
2024-04-19,8028,2034,25.69479535118747,1374,17.357251136937847,7916
2024-04-20,8034,2034,25.675334511486998,1374,17.344105023983843,7922
2024-04-21,8037,2034,25.665615141955836,1374,17.337539432176655,7925
2024-04-22,8044,2034,25.642965204236006,1374,17.322239031770046,7932
2024-04-23,8048,2034,25.630040322580644,1374,17.313508064516128,7936
2024-04-24,8052,2034,25.61712846347607,1374,17.30478589420655,7940
2024-04-25,8053,2034,25.61390253116736,1374,17.30260672459388,7941
2024-04-26,8058,2034,25.5977850490813,1374,17.291719103951674,7946
2024-04-27,8061,2034,25.58812429236382,1374,17.285193106051075,7949
2024-04-28,8065,2034,25.575254620897773,1374,17.276499434175783,7953
2024-04-29,8067,2034,25.56882463859208,1374,17.27215587680704,7955
2024-04-30,8072,2034,25.55276381909548,1374,17.261306532663315,7960
2024-05-01,8074,2034,25.546345139412207,1374,17.256970610399396,7962
2024-05-02,8075,2034,25.543137008665077,1374,17.254803466030392,7963
2024-05-03,8095,2034,25.479143179255917,1374,17.211574596016536,7983
2024-05-04,8121,2034,25.396429017355477,1374,17.155699837682608,8009
2024-05-05,8123,2034,25.39008862813631,1374,17.15141680189739,8011
2024-05-06,8130,2034,25.36792217510601,1374,17.136443003242704,8018
2024-05-07,8130,2034,25.36792217510601,1374,17.136443003242704,8018
2024-05-08,8141,2034,25.333167268651138,1374,17.112965500062273,8029
2024-05-09,8146,2034,25.317401045556384,1374,17.10231516056759,8034
2024-05-10,8156,2034,25.28592739930383,1374,17.081054201889607,8044
2024-05-11,8159,2034,25.276500559214615,1374,17.07468621846651,8047
2024-05-12,8168,2034,25.24826216484608,1374,17.055610724925522,8056
2024-05-13,8169,2034,25.245128459724462,1374,17.05349385627405,8057
2024-05-14,8176,2034,25.223214285714285,1374,17.038690476190474,8064
2024-05-15,8183,2034,25.201338124148183,1374,17.0239127741296,8071
2024-05-16,8192,2034,25.173267326732674,1374,17.004950495049506,8080
2024-05-17,8194,2034,25.167037861915368,1374,17.0007423904974,8082
2024-05-18,8209,2034,25.120414968506854,1374,16.969247869581327,8097
2024-05-19,8217,2034,25.095619987661937,1374,16.952498457742134,8105
2024-05-20,8220,2034,25.086334484459794,1374,16.94622594967933,8108
2024-05-21,8224,2034,25.07396449704142,1374,16.937869822485208,8112
2024-05-22,8243,2034,25.015373262821303,1374,16.898290493174272,8131
2024-05-23,8246,2034,25.006147037128105,1374,16.89205802803049,8134
2024-05-24,8252,2034,24.987714987714988,1374,16.87960687960688,8140
2024-05-25,8257,2034,24.972375690607734,1374,16.86924493554328,8145
2024-05-26,8266,2034,24.944812362030905,1374,16.850625459896982,8154
2024-05-27,8269,2034,24.935638102243473,1374,16.84442809856565,8157
2024-05-28,8274,2034,24.92036265621171,1374,16.834109286939476,8162
2024-05-29,8331,2034,24.74753619661759,1374,16.71736220951454,8219
2024-05-30,8340,2034,24.720466699076326,1374,16.699076324744773,8228
2024-05-31,8353,2034,24.681470695303968,1374,16.67273389151802,8241
2024-06-01,8368,2034,24.636627906976745,1374,16.642441860465116,8256
2024-06-02,8379,2034,24.60384661908794,1374,16.620297568646425,8267
2024-06-03,8390,2034,24.57115245228316,1374,16.59821212853346,8278
2024-06-04,8401,2034,24.5385450597177,1374,16.576185305827,8289
2024-06-05,8413,2034,24.503071919045897,1374,16.552222623780267,8301
2024-06-06,8425,2034,24.46770119090581,1374,16.528329123060267,8313
2024-06-07,8431,2034,24.45005409304003,1374,16.516408222142083,8319
2024-06-08,8445,2034,24.40897635905436,1374,16.488659546381854,8333
2024-06-09,8448,2034,24.400191938579656,1374,16.482725527831093,8336
2024-06-10,8460,2034,24.36511739338764,1374,16.459032103497844,8348
2024-06-11,8474,2034,24.324324324324323,1374,16.43147572351112,8362
2024-06-12,8482,2034,24.301075268817204,1374,16.415770609318997,8370
2024-06-13,8500,2034,24.248927038626608,1374,16.380543633762517,8388
2024-06-14,8519,2034,24.194123944332105,1374,16.34352325443083,8407
2024-06-15,8531,2034,24.159638911984796,1374,16.32022805558855,8419
2024-06-16,8538,2034,24.13956800379777,1374,16.306669831474007,8426
2024-06-17,8541,2034,24.130976391030966,1374,16.300866057658084,8429
2024-06-18,8551,2034,24.102381798791328,1374,16.281549946676147,8439
2024-06-19,8553,2034,24.096671010543773,1374,16.27769221656202,8441
2024-06-20,8558,2034,24.082405872602415,1374,16.26805588444234,8446
2024-06-21,8573,2034,24.039711618012056,1374,16.239215222786903,8461
2024-06-22,8577,2034,24.028352037802716,1374,16.23154164205552,8465
2024-06-23,8585,2034,24.00566505369999,1374,16.216216216216218,8473
2024-06-24,8592,2034,23.985849056603772,1374,16.202830188679247,8480
2024-06-25,8598,2034,23.96888993636578,1374,16.19137402781051,8486
2024-06-26,8606,2034,23.946315045914762,1374,16.176124323051567,8494
2024-06-27,8610,2034,23.93504353965639,1374,16.16851023770299,8498
2024-06-28,8619,2034,23.909721405901024,1374,16.15140472552016,8507
2024-06-29,8623,2034,23.89848431441664,1374,16.143813887909765,8511
2024-06-30,8627,2034,23.88725778038755,1374,16.13623018203171,8515
2024-07-01,8635,2034,23.864836325237594,1374,16.12108412530799,8523
2024-07-02,8640,2034,23.850844277673545,1374,16.111632270168855,8528
2024-07-03,8650,2034,23.82290934645116,1374,16.092761770906534,8538
2024-07-04,8651,2034,23.820119451926455,1374,16.090877151891323,8539
2024-07-05,8661,2034,23.79225640425781,1374,16.072055211135805,8549
2024-07-06,8671,2034,23.764458464773924,1374,16.053277252015423,8559
2024-07-07,8673,2034,23.758906669781567,1374,16.04952692442472,8561
2024-07-08,8683,2034,23.731186559327966,1374,16.030801540077004,8571
2024-07-09,8693,2034,23.703531056986364,1374,16.012119799557162,8581
2024-07-10,8697,2034,23.6924868957484,1374,16.004659289458356,8585
2024-07-11,8708,2034,23.662168450442067,1374,15.98417868776175,8596
2024-07-12,8712,2034,23.651162790697676,1374,15.976744186046512,8600
2024-07-13,8719,2034,23.631927500871384,1374,15.963750435691878,8607
2024-07-14,8729,2034,23.604502727167226,1374,15.945224556110015,8617
2024-07-15,8737,2034,23.582608695652173,1374,15.930434782608696,8625
2024-07-16,8738,2034,23.579874797124972,1374,15.928587989798284,8626
2024-07-17,8739,2034,23.577141532398283,1374,15.926741625130404,8627
2024-07-18,8747,2034,23.555298204979735,1374,15.911986103068905,8635
2024-07-19,8749,2034,23.549843695727684,1374,15.908301493574157,8637
2024-07-20,8750,2034,23.547117388284324,1374,15.906459828664042,8638
2024-07-21,8760,2034,23.519888991674375,1374,15.888066604995375,8648
2024-07-22,8763,2034,23.51173274765923,1374,15.882556929834701,8651
2024-07-23,8792,2034,23.433179723502302,1374,15.829493087557603,8680
2024-07-24,8798,2034,23.416992862076906,1374,15.818558600046051,8686
2024-07-25,8804,2034,23.40082834790612,1374,15.807639208467556,8692
2024-07-26,8805,2034,23.39813643161164,1374,15.805820775336478,8693
2024-07-27,8810,2034,23.384686134743617,1374,15.796734881581973,8698
2024-07-28,8815,2034,23.371251292657703,1374,15.787659427783522,8703
2024-07-29,8819,2034,23.360514528540254,1374,15.780406569426898,8707
2024-07-30,8839,2034,23.306978343073222,1374,15.744242007562736,8727
2024-07-31,8850,2034,23.27763790341039,1374,15.724422064545662,8738
2024-08-01,8855,2034,23.264325746311336,1374,15.7154294864463,8743
2024-08-02,8862,2034,23.245714285714286,1374,15.702857142857143,8750
2024-08-03,8868,2034,23.2297852900868,1374,15.692096847875742,8756
2024-08-04,8872,2034,23.21917808219178,1374,15.684931506849315,8760
2024-08-05,8874,2034,23.213878110020545,1374,15.681351289659895,8762
2024-08-06,8874,2034,23.213878110020545,1374,15.681351289659895,8762
2024-08-07,8895,2034,23.158374131845612,1374,15.643857451895707,8783
2024-08-08,8903,2034,23.137299510863382,1374,15.629621203503584,8791
2024-08-09,8908,2034,23.124147339699864,1374,15.620736698499318,8796
2024-08-10,8918,2034,23.097887803770156,1374,15.602997955939133,8806
2024-08-11,8924,2034,23.082160689968227,1374,15.592374035406264,8812
2024-08-12,8930,2034,23.066454978453162,1374,15.581764572465412,8818
2024-08-13,8934,2034,23.055996372704602,1374,15.574699614599863,8822
2024-08-14,8953,2034,23.00644723447574,1374,15.541228367831692,8841
2024-08-15,8974,2034,22.951929587000677,1374,15.504400812457684,8862
2024-08-16,8986,2034,22.920892494929006,1374,15.483434753211629,8874
2024-08-17,9000,2034,22.884788478847884,1374,15.45904590459046,8888
2024-08-18,9008,2034,22.864208633093526,1374,15.445143884892087,8896
2024-08-19,9010,2034,22.859069453809845,1374,15.441672285906945,8898
2024-08-20,9025,2034,22.82059912487378,1374,15.415684954560755,8913
2024-08-21,9032,2034,22.80269058295964,1374,15.403587443946188,8920
2024-08-22,9038,2034,22.787362760475016,1374,15.393233251176339,8926
2024-08-23,9046,2034,22.76695768972465,1374,15.379449294828744,8934
2024-08-24,9049,2034,22.759315206445116,1374,15.374286673380329,8937
2024-08-25,9052,2034,22.751677852348994,1374,15.369127516778523,8940
2024-08-26,9062,2034,22.726256983240223,1374,15.35195530726257,8950
2024-08-27,9065,2034,22.71864179604602,1374,15.346811124762649,8953
2024-08-28,9071,2034,22.703426721732335,1374,15.33653309521152,8959
2024-08-29,9073,2034,22.698359558085034,1374,15.333110143957148,8961
2024-08-30,9075,2034,22.693294655807208,1374,15.329688720294545,8963
2024-08-31,9080,2034,22.68064228367529,1374,15.32114183764496,8968
2024-09-01,9085,2034,22.668004012036107,1374,15.312604480106987,8973
2024-09-02,9090,2034,22.655379817331255,1374,15.30407663176654,8978
2024-09-03,9093,2034,22.647812047656164,1374,15.298964480570092,8981
2024-09-04,9094,2034,22.645290581162325,1374,15.297261189044756,8982
2024-09-05,9094,2034,22.645290581162325,1374,15.297261189044756,8982
2024-09-06,9094,2034,22.645290581162325,1374,15.297261189044756,8982
2024-09-07,9150,2034,22.504978977649923,1374,15.202478424430184,9038
2024-09-08,9154,2034,22.49502322495023,1374,15.19575315195753,9042
2024-09-09,9160,2034,22.480106100795755,1374,15.185676392572944,9048
2024-09-10,9403,2034,21.89215369712625,1374,14.788505004843397,9291
2024-09-11,9431,2034,21.82637622062453,1374,14.744071252280287,9319
2024-09-12,9441,2034,21.802979954979097,1374,14.728266695251367,9329
2024-09-13,9445,2034,21.793635486981678,1374,14.721954355512697,9333
2024-09-14,9448,2034,21.786632390745503,1374,14.717223650385604,9336
2024-09-15,9451,2034,21.77963379376807,1374,14.71249598458079,9339
2024-09-16,9455,2034,21.770309322487424,1374,14.706197152948732,9343
2024-09-17,9459,2034,21.760992831924682,1374,14.699903712421097,9347
2024-09-18,9461,2034,21.756337576211358,1374,14.696759011659001,9349
2024-09-19,9473,2034,21.728447815404337,1374,14.677919025745112,9361
2024-09-20,9495,2034,21.677501865075136,1374,14.643504209741021,9383
2024-09-21,9502,2034,21.661341853035143,1374,14.63258785942492,9390
2024-09-22,9511,2034,21.64060006383658,1374,14.618576444302585,9399
2024-09-23,9517,2034,21.626794258373206,1374,14.609250398724082,9405
2024-09-24,9540,2034,21.574034789987273,1374,14.573610521849808,9428
2024-09-25,9569,2034,21.507877762503966,1374,14.528920376440732,9457
2024-09-26,9579,2034,21.48515897327559,1374,14.513573465723038,9467
2024-09-27,9584,2034,21.47381756756757,1374,14.505912162162161,9472
2024-09-28,9592,2034,21.455696202531644,1374,14.49367088607595,9480
2024-09-29,9599,2034,21.439865078528513,1374,14.482976704964688,9487
2024-09-30,9608,2034,21.4195450716091,1374,14.469250210614996,9496
2024-10-01,9615,2034,21.40376723140061,1374,14.458592023571503,9503
2024-10-02,9630,2034,21.37003572179029,1374,14.435805841563354,9518
2024-10-03,9650,2034,21.32522541413294,1374,14.405535751729923,9538
2024-10-04,9656,2034,21.31181894383906,1374,14.3964794635373,9544
2024-10-05,9661,2034,21.30065975494816,1374,14.388941250392712,9549
2024-10-06,9675,2034,21.26947610582453,1374,14.367876189480288,9563
2024-10-07,9679,2034,21.26058325493885,1374,14.36186892442772,9567
2024-10-08,9687,2034,21.242819843342037,1374,14.349869451697128,9575
2024-10-09,9696,2034,21.2228714524207,1374,14.336393989983305,9584
2024-10-10,9706,2034,21.20075046904315,1374,14.32145090681676,9594
2024-10-11,9711,2034,21.189707261173037,1374,14.31399104073341,9599
2024-10-12,9719,2034,21.17206203809722,1374,14.302071406266265,9607
2024-10-13,9731,2034,21.145649235887305,1374,14.284229129847178,9619
2024-10-14,9735,2034,21.136859607191106,1374,14.278291593058297,9623
2024-10-15,9738,2034,21.130272179513817,1374,14.273841678786619,9626
2024-10-16,9753,2034,21.097396535629084,1374,14.25163364796183,9641
2024-10-17,9753,2034,21.097396535629084,1374,14.25163364796183,9641
2024-10-18,9760,2034,21.082089552238806,1374,14.24129353233831,9648
2024-10-19,9773,2034,21.053721146879205,1374,14.222130214263533,9661
2024-10-20,9783,2034,21.031951194292215,1374,14.207424258091201,9671
2024-10-21,9789,2034,21.018910819468843,1374,14.19861527332851,9677
2024-10-22,9798,2034,20.999380549246336,1374,14.185422258930416,9686
2024-10-23,9805,2034,20.984215413184774,1374,14.175177963478799,9693
2024-10-24,9811,2034,20.971234147850293,1374,14.166408908134859,9699
2024-10-25,9817,2034,20.95826893353941,1374,14.157650695517775,9705
2024-10-26,9833,2034,20.92377327435449,1374,14.134348318074272,9721
